,DATE,NAME,TEXT
10,"
                            
                              11 March 2020
                            
                        ",['Youngmum2016'],"
Hi I’m 23 and a mum too two little boys age 3 and 3 weeks old my first son has stage 3 autism and my second sub has hip dysplasia and clubbed feet tonight everything just got on top of me and I thought the kids will be better off without me and I was better off dead I’m sick of feeling this way someone help I’m in a hole I can’t get out of 
"
11,"
                            
                              10 March 2020
                            
                        ",['Chica72'],"
Hi, I’m new here tho I’ve joined a while ago and just recently discovered I am depressed and I’ve suffered anxiety and panic attacks in my past.
i have two adult children at home from first marriage that don’t work. Always full of excuses. 
my husband of 8 yrs and I have separated, we have been trying to fix our marriage but it’s a struggle with my two lazy ones and his kids from first marriage who don’t like me for entering their dads lives. They are adults as well.
im so depressed, I don’t want to do nothing. And I don’t want to get help in fear everyone thinks I’m a worthless mother, I have children with my recent husband. I have been put down by his family that it’s actually crushed me but I try to stay above the water. 
"
12,"
                            
                              9 March 2020
                            
                        ",['LifetimeDreamer'],"
Hello, 
I would very much appreciate your advice. My partner is currently going through grief, especially the depression phase of the grief cycle. That is obviously more periodic depression rather than clinical, however I assume that the symptoms and pains he experiences are very similar. I would like to understand better how I best communicate with him without causing him pressure and stress or accidental hurt. I am generally there for him and just let him know that he can always turn to me if he wishes to. But as we are manoevering how this is affecting the progress of our relationship, I have also shared my feelings and needs with him. I have done that in an email because he currently feels particularly comfortable when we write to each other. That way, we can both take the time to think through our response and what we think and feel. I am happy with that, so I wrote him an email telling him how I felt a little sad but how I also understand that some of the decisions we have recently had to make are the wisest thing to do right now even if not easy. I also told him that for now, I can live with the new arrangements we have put in place for us (i.e. taking it very slowly and curbing some of our previously made plans) but that I would also need to have those arrangements be temporary only. Basically, I said, I am ok with the distance and undefined nature while he focuses on rebuilding his foundation but that I would not be able to do that forever because I would need to see that we are slowly but steadily moving forward together. Are those sorts of things ok to say or are they counter-productive in his current state? He is currently starting to embrace the requirements to have more social interaction again and actively do things to avoid getting stuck in the depressive phase. I think that is great and I have given him positive feedback and encouragement because I think that is an excellent move. So I do not want to impact him negatively but I also feel I need to be honest and share my own feelings so we are communicating well and transparently. I am cautious and benevolent in my approach and I told him there is no need for him to hurry anything or feel pressure. I just felt it was important that he knows there will come a time for me when I cannot continue this way. I do not want to keep that from him and then, if it eventuates, hit him out of the blue. I would rather avoid it altogether by building awareness and therefore countermeasures together.
"
13,"
                            
                              9 March 2020
                            
                        ",['krybblu'],"
Hi folks

I'm KRY and have just joined. I'm hoping to be able to make some meaningful contributions by sharing my personal experiences with depression and anxiety, and as a carer/supporter for my sibling who has been struggling with mental health for several years now.

In high school I had one close friend attempt to take her life and diagnosed with BPD, another close friend diagnosed with schizophrenia. I first felt that something was not right with myself in my late teens, but rationalised that whatever I was feeling was just teen hormones and dismissed whatever I felt as being nothing as serious as my friends. It wasn't until several years later in my final years of university that I sought professional help.

I'm doing much much better with managing my depression and anxiety these days. I would say that since high school, I've always had a good awareness of mental health and conditions, but not how it applied to me.

Last year, something scarier than all the hopelessness, loneliness and sense of overwhelm I felt at my worst happened... My sibling self-harmed in an attempt to escape their mental struggles. For all my personal experience, being my sibling's confidante and general awareness of various mental health conditions, none of that prepared me for this. My sibling is doing better now and I continue to be part of their immediate support group.

Looking back, I wish:
1. I had a friendly adult I could trust and talk to in high school, so it could be identified earlier that I needed help.
2. I had found out earlier about all the free and credible resources available, so I didn't feel so helpless or vulnerable/ashamed to ask.
3. I was part of a community that withheld judgement and could empathise and/or understand my struggles and confusion.
4. I was able to attend a seminar/forum/expo with my family so I could educate them earlier on mental health and remove stigmatism.
5. Understood my rights especially in regards to privacy/confidentiality, so I didn't have to feel pressured to tell the GP everything I told my psychologist, then feel vulnerable and judged in order to get a new script.

I'm looking forward to checking out the different threads and helping the community.
"
14,"
                            
                              13 January 2020
                            
                        ",['Hopefullseeking'],"
Hi All, long time no posts.
I have seen a psychiatrist for 20 odd years, now only 3 monthly. Seen psychologist for about 5 years on mental health plan. Still see both.
l have had Depression, Anxiety, PTSD, etc,nearly all my life, am 60ish. Can’t beat it, omg have l tried, have done everything my psychs suggested and more.
Have osteoarthritis so have pain and physical limits. 
It’s the dysthymia that won’t go away and l fight it everyday. I’m tired off it. Made huge steps towards recovery last year so expected 2020 to be a better year and disappointed as it’s not. The dysthymia seems to be getting the better of me.
Does it ever go away, I am medicated but still struggle. 
???
"
15,"
                            
                              6 March 2020
                            
                        ",['Willo2020'],"
I am lost. My depression is now at its worst. The GP's best efforts are not helping, and I've just sold the last guitar, the one I was keeping, and put all the money into an account for my daughter's. 
I have no joy in even looking at the wonderful piece of wood I've had since I started earning real money.
 
Cant even listen to music anymore.
 
I call and get no real help. I go to mental ward, get zero help there. 
The selling of the last guitar was a big moment.....I have her a pat when she left.
Next thing is my grandfather's 1973 Fiat 132. I need it to go to my eldest daughter. I don't know, I don't owe anyone any money, but if I ""accidentally"" get eaten by a shark, then I want to make sure some bottom feeder doesn't get it
 
Im at the end....there's no cross road......just end of line
"
16,"
                            
                              7 March 2020
                            
                        ",['wiilson13'],"
I've been seeing a psychologist for about a year now. This has helped me with a lot of my anxiety issues as I was having panic attacks frequently as I had developed social anxiety. I often faint when I panic and was in constant fear of humiliating myself in public as it had happened a few times is social settings like being out for dinner. I still get anxiety but not as bad anymore.
Lately I've just been feeling really down about myself. And some days (like today) I just feel so low and like every choice I have made is wrong. Recently I began a Master's Degree and had to quit my full time job so I could study. I hated my job and felt liberated when I left. But now I feel so down because I am having trouble finding a part time or casual job, and am very worried about not having any income. I have applied for centrelink, but that may take weeks to come into effect.
I'm really struggling to stay motivated through online study, and cannot focus. I can read a passage of text and literally not retain a single thing. I feel stupid and like I am already falling behind my peers. I am concerned I have made the wrong decision in choosing to quit a job to complete further studies. I have reached out to some of my peers to start a study group in the hopes I can get some support, but I have an assignment deadline rapidly approaching and am concerned my work will be trash.
I am exhausted all the time, even when I get 8-9 hours sleep and I really struggle to get out of bed in the morning. I am overweight and try to take light walks but find I am even more exhausted afterwards. I just don't know what to do or how to get motivated.
"
17,"
                            
                              8 March 2020
                            
                        ",['WithoutApaddle'],"
Hi all.
Thank you for the opportunity to share my tale of woe and dispair.
This thing is going to be whinier then a three year old banned from paw patrol so buckle up. I apologize in advance for spelling and grammar issues. The public education system has failed me.
Chapter one:
The man behind the tears.
I'm a 30 y/o male carpenter, no kids. I currently have a partner of 3 years and live with her family.
I've struggled with depression for most of my life. I haven't been to a therapist, I find speaking candidly with people face to face difficult.
lately i am feeling extremely apathetic. I work 50 - 60 hour weeks and am exhausted most of the time.
I rent with my inlaws and have no substance abuse issues (besides coffee). Still i am struggling financially.  My partner has a chronic illness and is unable to work. 
Living with my inlaws the last 3 years has been a real struggle. However we are unable to move out due to our poor financial situation.
i find myself increasingly at my limit and have full scale meltdowns over mild inconveniences. 
This has been a particularly bad week as i have had some tools stolen. 
Partners grandmother passed
And partners phone has bricked itself.
For those playing at home, Data recovery is around $250 / $500.
 
Seeing my friends marrying, starting families and buying houses is very difficult for me. Im just treading water while they move to the next stages of their lives.
My partner is my rock but my constant indifference and lack of intamacy towards her is taking its toll.
I don't see things improving any time soon.  I hope you guys are doing better then me at this life business.
"
18,"
                            
                              7 February 2020
                            
                        ",['calmseeker'],"
I feel lost. I have been trying really really hard to manage my anxiety and stay positive and take all the right steps to help myself, and for a few months I felt a bit better and even felt a bit empowered to offer some assistance to others but as of the last few days I have had terrible panic attacks again with nasty symptoms resurfacing and now I just feel really depressed and very disappointed that my efforts to overcome this condition are all in vain.  I have tried to eat well and do a bit of exercise, I have started online CBT therapy which have committed too and working really hard at but the debilitating symptoms have reared their ugly head again and now I just feel really sad and tired and quite hopeless really. I have a few challenging things going on in my life that I am trying to deal with but don't we all? I don't feel like I am getting much help from my GP and I am seeing a psychologist but the visits are nearly 2 months apart as she is busy, I feel hopeful on the actual day I see the psychologist but the feeling is gone by that evening so I don't feel I am getting much out of it. It takes a lot of energy and effort to live with anxiety and I just cant seem to muster up any more motivation or hope to fight this battle right now. Feeling very low.
"
19,"
                            
                              12 September 2016
                            
                        ",['Hoeneka'],"
I vent all the time so I thought why not create a forum for me and others to vent. Heres mine today.
 
My masked depression.

I sometimes wonder, would I be better off without emotions? I get so sad and angry and I hurt, alot.
I don't see much use for my emotions really, I may aswell just have sadness because that seems to be the only thing I can feel.
Sadness and anger, they can't really be controlled, can they? I try to supress my sadness but it flows out of me, I'm sure anybody can tell I'm sad.
But, its not just sadness, I feel alot of different things, sometimes I think, maybe despair, the whole world if it took over, everyone would feel like me.
But how do I describe my feelings, I mean to be fair I'm not even sure why I'm writing this, I guess I just wanted to vent.
My life really hasn't been the greatest, primary school was horrible but my parents just put it down to ""kids being kids"" It kinda hurts, having your experiences doubted by parents who weren't even there to experinece it all.
I don't really get an ""escape"" I'm stuck with this, this depression, sometimes I feel like I've made my depression into a whole new emotion, something different from what other people experience.
I have alot of really low points, I'll just cry and cry, sometimes I'll put on a happy face but thats just a mask.
A histerical mask, my depression, it feels like its driving me insane sometimes, I feel so numb but at the same time I'm feeling almost everything. 
I want to be taken away to a different world, where she cares, the girl I've tried so hard for, I just, I want to feel, I want feeling so badly.
But at the same time, I never want to feel another thing, because its so goddamn painful, I mean I'm in constant pain, whether It be mental or physical, I mean sure people are nice to me but it just, I can't fully appreciate it. 
I feel like a broken record writing this, I feel as if every line is just repeating the same thing, with no difference, but depression isn't even the only thing weighing me down.
She really thought I was getting better, because I was starting to look after myself a little more, but I guess I was just unintentionally masking it, can you even do that, put a mask on without even realizing it?
I guess stress is also a big factor in all of this, highschool, oh boy, I mean sure in thr long run it sounds fun but it makes me feel even worse, the people here are much smarter than me. Theres alot more but character limit got me by 1600 words.
"
20,"
                            
                              1 March 2020
                            
                        ",['Hutch86'],"
Hi
I have been struggling with depression and a anxiety my whole life.
I have a good job, a degree, 2 kids, a wife and a house etc but I am never happy and I have a constant sense of impending doom.
I am basically an alcoholic, drug addict, and can not control my impulses on pretty much anything.
I have gone into a downward spiral over the past 6 months and really hit the alcohol hard. I have recently gotten into trouble with the police over a drunken assault and my wife is at her wits end with me. I am basically her third child.
I have really had a hard time transitioning from a partying 20 something into life as a Dad in my early 30’s. I am depressed all the time and have withdrawn from my friendship group as I am always anxious and don’t answer or return phone calls. I feel like I am just in a massive rut. I should be happy but I just can’t shake this depression and anxiety.
I also have massive problems with anger. I have never assaulted my wife but I flip out over anything minor and break things etc like a child.
My biggest challenge at this point is getting off alcohol. I have been going out drinking on my own to strip clubs and spending ridiculous sums of money which puts a massive strain on my marriage. Comes back to the impulse control I guess.
If anyone has any decent tips on how to get off alcohol I am all ears. I suffer from ADHD and everything seems very difficult at the moment. I am a liability to my family and I know they are ashamed of me at the moment as I am also ashamed of myself and my lack of self control.
I really hope I can get through this tough period and be a real man, Dad and Husband - it just seems like a monumental challenge..
 

"
21,"
                            
                              6 March 2020
                            
                        ",['OneGem '],"
My question is can your body get depressed 
Without you even knowing it?
So the last few months I've seen some changes 
In my body, getting 4 hours sleep if I'm lucky
And it's broken, not wanting to go out because 
I'm so tired, everytime I eat I feel sick. 
But the thing is my mind feels okay and
Yes I've had suffered from depression many 
Times before, also a few other things. I see 
My doctor on a regular basis, but of late it's 
Been hard finding the right time. It wasn't until 
A few days I thought my body might be depressed,
I started thinking about the stuff that has been 
Going on with me for the last few months and I 
Remember that I had a major operation about 
7 months ago and that's when it all started and
Has gotten worse over time. The reason that
I'm asking here is because I don't want to 
Worry family or friends and I find it hard to talk 
To them about this stuff because they don't 
Really understand it. So my question is can your 
Body get depressed without you knowing it???
Thank you to anyone who's taken the time to 
Read this, will answer any questions. 

"
22,"
                            
                              15 January 2020
                            
                        ",['FeathersnFluff'],"
I have posted in the Family issues section before and received a lot of support which was very appreciated. My problem now is my DIL who my son in separated from has filed a protection order on me where I temporarily can't see my  two Grandsons. I attended Court a couple of days ago and i am fighting the charges with a very good Solicitor. I have lodged my Afadavit and my Solicitor is confident that I will come out on top as it is in his words to the Judge 'a vixacous and malicous attempt to get even with my son through me "" The hearing isn't until the 29th of April and I just feel miserable all the time.  All I want to do is sleep and hope when I wake up everything will be different.  How do I pull myself out of this  blue funk I'm in. I can't get in to see a Psychologist until 17 March.
"
23,"
                            
                              26 February 2020
                            
                        ",['EJT'],"
I am seeking some tips on how to approach my mother to tell her how I feel and how I think I may possibly have depression?
I am afraid that she will dismiss my feelings, and ultimately feel uncomfortable at the thought of telling her. I want to seek professional help to enable me to understand and cope with my feelings and to know whether what I am feeling is 'normal' (lack of a better word) or is due an underlying issue. My father has depression, which has worsened severely since my parents broke up (I am in grade 11, they split in grade 5). He does not know that I know that, and only told me he had depression several months ago.
It is only recently that I have felt these symptoms worsen (app. past 3 months). I have been moving houses, and am still in the process of finding a new house to live in. The process is unbelievably frustrating and has made my overall mental health worsen severely. My productivity levels have stunted immensely over the past few months, and I feel so unmotivated. The best way I can describe how I feel is empty. I feel void of emotions a lot of the time, and will go through these periods several times a week (lasting 1-3 hours) where I feel extremely tired (even though I may have received adequate sleep that night) and like i'm just existing, like the world is operating around me but i'm frozen in time or in slow motion. In addition to this, I experience lots of anger and frustration, and the smallest things may set me off. I've lost enjoyment in lots of activities, and struggle to focus. I discussed them with my closest friends, one of which said she experienced the same feelings as well as point out that they are symptoms of depression. I have considered it momentarily before, but never seriously until now. I don't want to label it and self-diagnose or even suggest that I may have it as I feel like people will respond by thinking I am an attention seeker. This is also why I also struggle to voice my concerns to my parents, the last time I did so to my mother (about trouble concentrating in school and exhibiting ADHD symptoms) she dismissed my worries, and told me that it was because I spend ""too much time on my computer"" or other similar reasons.
"
24,"
                            
                              24 February 2020
                            
                        ",['James1993'],"
Hi all,
Im kind of nervous about posting here since outside of my counsellor and my partner this is an issue I rarely speak about because of the shame and other not so pleasant feelings that it causes me and the person who matters most to me to experience.
A bit of backstory to set the scene. My parents separated from a young age. It wasn’t great to say the least but we all survived in our own way. Unfortunately a byproduct of that was during the times I got to hang out with my dad my mum would basically give me a script of things to say to him either to make him feel guilty or to somehow try and manipulate his emotions. I being a child at the time did it but soon wanted to stop as I could see how much it hurt him and so it began. I started just to lie and say I’d said those things and make up his reaction. The years went by and I continued this pattern to avoid hurting my dad and to just keep my mum off my back. 
Unfortunately the behaviour started to spread like a disease. It ranged from pretending I knew what I was talking about on various subjects, saying I’d heard a band or saw a movie when I didn’t. Seemingly innocuous stuff like that. It continued for a while at what I thought was a benign level, soon it shifted though. I started to realise I could avoid conflict/unpleasant situations by fabricating a lie. Due to growing up with a mother with a temper I have an aversion to conflict or situations that have negative feelings attached.
I also lie to make myself seem more interesting or knowledgeable as in reality I find myself to be quite boring and of little interest to people. Part of me knows that this is not true but I find myself getting trapped in that thought process.
 
So that brings us to tonight. After talking to a counsellor I was doing so well. Lie free and all me for a few months and it happened again. I screwed up. It was over such an insignificant thing. I took some money out of savings to see me through the weekend but it came up short so I took some more out and my partner questioned how I got some more money. Instead of saying I took more out I concocted a story about transferring spare money from accounts and using change. I stuck to it for a little bit (3-4 minutes) and eventually confessed to moving money from savings. I thought she would be mad about me not telling her (not true). So now I have hurt and upset her and I’ve washed all my progress down the drain.
 
Thanks for reading. Sorry about the formatting I’m on mobile.
"
25,"
                            
                              11 February 2020
                            
                        ",['Kwee Eng '],"
Hi, I m new to this site. I have been on antidepressants since 20.1.20. I struggle everyday, intensity of symptoms varies. Does anyone out there can identify with how difficult it is mentally, emotionally n physically. At times, I just dont know how to manage the symptoms n look beyond to better days.
"
26,"
                            
                              3 March 2020
                            
                        ",['JimmyP2020'],"
Hi everyone,
Where to begin? Not really sure myself, I'm feeling like the walls are closing in on me and no matter how much push I give, they just keep closing in.

It kind of all started last year in earnest although I did have a stint on an SSNRI a few years ago. My sister's health declined over the year before she passed on a few months ago. It left me feeling pretty rubbish since there was a lot left unsaid. Everything was left on a sour note years prior. You see, I grew up in a rather closed group that shunned society. A few years ago I traded that social group to pursue University. I never went to school as a child, or even did home-school. I was a free-range child. The community was, it still is, close knit. Everyone helps each other, everything is a group effort. It is idyllic in many ways, however, there is a strong in and out group dynamic. One can't be inside the group and participate in general life activities. If you are outside the group you are avoided and shunned like a team traitor.

That's how I lost contact with my sister, by being an outsider. Information, as sparse as it was, arrived to me months later from family. There was also a push to bring me back into the fold by guilt tripping me. A ultimatum of sorts, come back and you can talk to your dying sister. This was all on the back of my final year at university. The academic pressure felt intense, but it was a reprieve, something to hide behind while the real pressure came from my family. I bounced from studying to drinking at night and playing a myriad of video games. I graduated, but I wasn't really ready to graduate. I wasn't ready for the job searching and interviewing. I was there at University to escape life, not to build to something more. It came to an end, my course, I graduated, and then I suddenly had nothing. I was standing with a piece of paper, and a desire to hide away. I struggled, I got a few interviews, but being depressed, I mumbled and fumbled. I was even told that I needed to speak more.

Now I am still here, still feeling the same, still hiding away behind anything from my family. Video games, news, political forums. Anything that can sink time in a day and keep the feels back. Now I am feeling tired, so tired of it. I feel angry as well, like I could do something dumb. Fantasies of white hot anger mixed with hours of spacing out watching the endless dance of YouTube videos about a myriad of asinine topics.

I'm drowning myself in pointless minutia to hide.

"
27,"
                            
                              4 February 2020
                            
                        ",['Tiger07'],"
Hi,
Im a first time user and hope this can be of assistance to me.
I have been battling depression for a very long time, however I recently come close to self harm. I have been avoiding medication as I dont want to become reliant on it, however I have just bitten the bullet and asked my physiologist to recommend someting for me. I was just wondering if people have had good or bad experiences with their medication?
I am very nervous about commencing this type of treatment.
Any feedback will be greatly appreciated.
Thanks

"
28,"
                            
                              26 February 2020
                            
                        ",['M.M'],"
I’m looking to connect with someone who is experiencing the same things as Iam. Almost 3 weeks ago I had been feeling super dizzy and extreme fatigue, felt like there was an elephant on my chest and just super sad. I didn’t know what was going on, until I went to the doctors and told him I had been feeling but I didn’t have anything triggering why I had been feeling the way I had been feeling. He put it down to hormonal anxiety and depression, and a really bad side effect after coming of birth control. 
I’m on antidepressants which are helping heaps. And I’m just trying to get through each day. 
"
