,DATE,NAME,TEXT
10,"
                            
                              10 July 2017
                            
                        ",['Debzmite'],"
So I saw my psychologist this morning and he pointed out I have tunnel vision. For example I'm convinced I need to go to a health retreat, lose 30kg get married and have kids. I'm convinced I need a uni degree so I earn enough so I can get married and have kids. Uhhhh how do you fix that? 
My psychiatrist told me there's more to life than Marriage and kids and it's totally blown my mind.
help please.... 
"
11,"
                            
                              7 July 2017
                            
                        ",['Moomsy'],"
I'm sick of being alone, acting like I'm fine and pretending like everything is okay and looking after everyone while no one pays any attention to me. I'm sick of being the one who people use to vent to and then discard once they're finished being sad, of being treated like an object. I'm sick of never having anyone ask me something that I can actually expand on because I know that they do not care about me. They have too much on their plates to be worried about what I have going on in my life; too much of their own problems for me to add onto it. I'm sick of never being able to talk, and never being happy. I'm sick of never enjoying a moment of my life for more than 10 minutes without a wave of depression being dumped on me by either myself or one of the many people I have to look after and support. I am sick of the fact that no matter how good life seems to be getting, I can't turn the corner and not have some tragedy come and hit me in the face. I never get to be me, I never get to experience things the way I want to. I'm sick of the fact that any time I want to talk or vent or express any form of sadness, someone else has something happen in their life and that becomes the focal point for them and me, meaning that my problems are pushed aside and forgotten. I hate that I can't do anything for myself without thinking about someone else the entire time. The fact that no matter what I plan for myself, I know that it will never happen without the entire activity being overshadowed by my feelings and thoughts being focused on someone else destroys me, it makes me realise that I am not living my own life, I am just an extra in everyone else’s. It doesn't help that half of the messages I send to people are ignored for hours on end, even when the person I messaged has come online at least 3 or 4 times since I sent the message and they still haven't bothered to even look at it let alone respond. I just wish someone would put in the effort to talk to me and to see me. I just want someone to care about me and how I am. But this will never happen, and I know that I will never be okay with that. Both of my best friends have significant others whom they can talk to and rely on. I have no one and I never will. I am so lonely and sad all of the time that I can't spend a day with the two most important people in my life without ruining it by becoming sad. I can't remember the last full day I had where I was happy. I am so lost and don't know where to go.
"
12,"
                            
                              8 July 2017
                            
                        ",['TET'],"
Hi Everyone.
 I'm a 28 year old Male, who is struggling with my Anger and Depression more now than anything. 
 I have been laid off work, and am finding it extremely hard to get another job. I have a Fiancé and 2 year old daughter, and we are financially struggling. Very much so, that we have to sell Household items to live, which is becoming hard because we really have nothing left to sell. 
 I feel like a Failure, that I can't support my Family, and that each day comes, I don't know whether we will eat. 
 We both have no family who talk to us, and it limits us to help. 
 My anger of late, is really taking a toll on our Relationship. I'm always so Angry. The smallest thing sets me off. I instantly regret when I go off, but I can't help but go off. My Fiancé and Daughter are my world. We are all we have. But I feel as though I'm going to lose them soon, if I don't stop my Anger. 
Ive tried getting help, but it never seems to help me. Can anyone relate, or have any advice for me. I am struggling. I don't want to be Angry and Depressed no more. 
 Suicide has never and will never be an option. I just want to be happy and normal again. 
Thanks
"
13,"
                            
                              6 July 2017
                            
                        ",['Sarahg94'],"
I hate this
No sleep
Wake up, work
No eat
Talk, be happy, be loving
Get over it
Your problems aren't problems
""You're being stupid, You're dumb. What is wrong with you"" 
There's always something, i always want more. 
So i work, i sleep (barely, or too much) i study, i love, i try. 
But nothing but feelings I'm just 'getting by'.
I take pills, they'll help, ""they just make you feel numb"".
Then why do i feel like i still need a gun? 
"
14,"
                            
                              7 July 2017
                            
                        ",['Rukirra'],"
Hi,
I'm new to the forums. I'm 31, and i have bipolar, panic disorder, ptsd, and bdp. 
I'm currently studying at uni, however, I feel like I have no direction in life, no life goals. 
I have changed degrees so many times, because i am just not happy with what i'm doing. I constantly feel like i'm stuck on step one and can never move forward. 
I've had a lot of issues in my life, particularity being in a domestic violence relationship for 8 years where i wasnt allowed to do anything. Now that i am out of that situation, and with a loving partner, i have no real idea of what i want to do with my life. 
I do not handle any kind of stress well, however, i'm trying to preserver with uni because i do want to learn and feel educated, and i do want a career. But every time i think i have chosen my set career, i end up feeling quickly bored by it, or too overwhelmingly stressed by it. I even changed unis to see if that was my problem, but no, here i am again, completely unsure as to who i am and what i should do.
The other thing is, i have never had a job before. I was in that horrible relationship from a young age, and for the past five years i have been just trying to get back on my feet again without crumbling into a heap every two seconds. I just feel like I have no identity. I dont know who i am, and nothing i have found so far seems to fit me.
How can i move past this?
"
15,"
                            
                              4 June 2017
                            
                        ",['M2'],"
Is it normal to constantly want to""hurt"" yourself during a particularly bad period of depression? I don't mean physically. Any way of sabotaging my future seems to be on the cards. This time it cost me a redundancy payout (20 years). Another time it was a split of my divorce settlement (I gave everything instead to my ex). Usually it is smaller, not financial, more a way of putting myself last somehow, others always first.
It's obviously some kind of martyr complex. Often others don't know about it, else I'd guess it was to make others feel sorry for me. I think perhaps it's because I have somehow come to like being hopeless? 
Does anyone else have this? It has been extremely destructive to my life.
"
16,"
                            
                              5 July 2017
                            
                        ",['Envy13'],"
I've recently been off work for two weeks with a workcover injury. I work with children and as informed today that I will be taken out of my room and placed in another room for the end of the year. My centre is 95% Chinese children and their allnwuite nasty each other. They all speak Chinese together, hardly any English and are bullying other children in Chinese. I really don't want to go in this room. 
i also have a son (4yr old) who was recently was dignosed with ADHD and ODD and lately he has been extremely full on to the point where I resent him and wish I never had. His pysch said he show signs of a sociopath which utterly freaking me out big time and I can't get it out of my head.
 the combination of the two has triggered my depression and I just don't know what to do. I see a pysch and am on anti depressant. My pysch wanted to up my dosage but I don't want to do that. I hate the fact that I have to take them in the first. I'm completely lost and don't know what to do with myself. I can't switch my brain off and im constantly in tears. I go back to work tomorrow and physically making myself feel sick. I want to call in sick but I can't after having two days. I'm just a mess
"
17,"
                            
                              23 June 2017
                            
                        ",['greenkazbar'],"
Black Dog

Life was so great, it was joyful and fun
Time spent basking, in the glimmering sun
A loving family and good friends a many
I had no worries, didn’t want for a penny

But life has now changed, it’s a misty grey fog
I’ve been told I’ve got, the dreaded ‘Black Dog’
What does that mean, I question of myself
My vitals are fine, in good physical health

This blasted Black Dog, which I cannot see
I hope it’s small fleas, keep clear of me
No whining, no barking, what’s this all about
I don’t see droppings or feel its wet snout

This Black Dog surrounds me, every waking day
I don’t feed the damned thing, yet it won’t run away
“Leave!” I command, of this vile shady dog
But it lingers over me, as I’m left in a fog

The Black Dog is made up, I hear them all say
Stop all this nonsense and get on with your day
They don’t understand, they don’t even try
While I’m feeling hollow, I slobber and cry

I don’t get it either, I'm stuck in this trap
This Black Dog that haunts me, but don’t even crop
I sob hopelessly, while my body does quiver
I’ve blubbered so much, I’ve cried me a river

I scream, “leave me Black Dog, I don’t want to play,
Leave now Black Dog and keep right away!”
So, how long will it stay, I really don’t know
But I’d feel much lighter, if the damned thing would go
 

"
18,"
                            
                              4 July 2017
                            
                        ",['Paullus'],"
Why is it after a number of therapy sessions, trying different therpeutic approaches, research and self analysis, unsuccessful medications, discussions with family and close friends that I feel so misunderstood? I don't blame anyone for this because if I struggle to know self how can anyone else. There doesn't seem to be an answer and I'm slowly losing my grip on the basic realities of life. And that scares me a bit as I feel there is an inevitable conclusion to all this. Does anyone really understand the frigging hopelessness that is depression, the ever present melancholy that won't let go despite concerted effort to shrug it off. There has been recent sportsmen who have ""stepped away from the game to deal with mental health issues"" and the world goes awww, poor things, only for these guys to appear next week and get on with it. If only it was that easy as its not the depression I know. I've tried everything in order to get a grip on this black dog but nothing seems to work. I'm not after sympathy at all, it's my lot and I'm responsible and I get that. I guess I'm just looking for someone to acknowlege what a bummer this involuntary condition is. I know I'm not the only sufferer, but in my world no-one gets me or it. Thanks for listening.
"
19,"
                            
                              3 July 2017
                            
                        ",['Anh Ha'],"
For the longest time my young heart and mind were steeped in despair. At an age where other children were beginning to learn about human nature I had already tainted myself with the numbing belief that the world had very little to offer. Living appeared to me a futile struggle of the narcissistic compulsions of the individual and the forces of social oppression that smothered any humanity. As childhood morphed into adolescence this misguided and naive conviction was only compounded by the ruthlessness of teenage years. Imagine then my young-self being thrusted into the modern workforce - the sad struggle for the illusionary security that money offered and the disconnection of one's consciouness in the workplace was horrifying. I felt alone, withdrawn, isolated - suffocating from an imagined weight so oppressive it mocked anything reality itself could conjure. I genuinely believed myself to be unlovable - my experiences had rendered me almost catatonic - I felt so physically and internally ugly that no one could possibly ever love someone so broken. 

Slowly, but surely, people and humanity proved me wrong. Bit by bit it began to dawn on me that not only did beauty exist in this world - it existed in an almost infinite abundance. I discovered real friendships, I luxuriated in the intimacy of being in love and I finally learnt to appreciate the true power of resilience and generosity that was my mother and father's love.

Now, almost everything I see, almost everyone I meet, almost every human interaction I witness is seeped with unimaginable beauty. The empathy and instinctive understanding of the human soul and mind that had caused me so much pain before has now enabled me to experience a crescendo of joy in simply existing. 

A friend once said to me that ""while you're very perceptive of people's flaws you somehow naturally define them by their strengths"". I've pondered why and I believe this reflection answers it. In my mind no one is more critically flawed than myself - so my empathy has allowed me to forgive myself and all others. It's probably the most powerful tool of survival that I have ever possessed. 

For all those in despair and feel that light is simply a figment of one's utter desperation I say again - there is immense beauty in our existence.
"
20,"
                            
                              23 June 2017
                            
                        ",['Kid_in_denial'],"
Hi.
12 months ago I was diagnosed with Postnatal Anxiety. Started out as sleep deprivation. Was probably averaging 2-3 hours a night. Didn't matter if baby was asleep, I couldn't sleep. Anyway, this all came up at 6 week postnatal checkup. From here I was poorly managed. I told the GP I wasn't coping and the GP wanted me to wait a week to speak to a MH nurse. Ended up back at the GP the next day begging for help. They were insistent on me trying particular class of antidepressant (which I had previous manic episodes on) and benzodiazepines so I could continue to breastfeed. No matter how hard I insisted I would stop breastfeeding regardless of the medication given, the GP would not prescribe the medication I usually take for previous MH issues.
Well no surprises what happened next..... I had a manic episode. Psychotic I would call it. I was paranoid, I had auditory hallucinations, I kept thinking my baby was sick. I feel like I had taken a handful of amphetamines along with some hallucinogenics. I ceased the anti depressant after 5 days and continued to take the benzo - taking large amounts just to feel like I had my feet on the ground. 
After a wash out period the doc allowed me to take the antidepressant which I had first requested. They also allowed me to change to a longer acting benzo while the new meds settled. Well this proved problematic. I developed some dental and neck issues and was placed on opioid medications. Well you can probably guess how that turned out.
Fast forward 12 months and I have just self detoxed off 9 months of opioid abuse. I was left in the dark by my GP and also forced to go into withdrawal of benzodiazepines cold turkey. A week later I consulted a drug and alcohol doctor who put me straight back on the benzos and we are now doind a very slow taper. 
I have never felt so depressed in all of my life. My mood ranges from low to nothing. I see my psychologist once a week and also the D&A doc. I no longer have the support of a psychiatrist as they were seen via telehealth at the GP office where I am no longer a patient. Where I live a bulk billed psychiatrist is a fair way away. 
I am now pretty certain that my depression is no longer from the postnatal issues, but from the prescription medications. 
How do you motivate the unmotivated? Someone who knows what they should be doing to get better but can't get up and do it. Someone tell me it gets better?!
 
"
21,"
                            
                              28 June 2017
                            
                        ",['clownartist'],"
I am new to this forum.I trying to deal with depression and anxiety which I have suffered from approx last  two years.I have been through a bitter separation  a marriage of 20 years or so. My teenage children have almost abadoned me and have very little support.My work has suffered .I am really struggling to deal with moving forward have to sell the property find new home and job.I have completely lost my mojo
"
22,"
                            
                              16 October 2013
                            
                        ",['Eri-d'],"
Hi, my names Erika And the doctors think I have Schizophrenia and depression. I feel lost and alone. I hear voices and see things that are not really there. I don't have any friends and have no one to talk to. Last year things got bad and I tried to kill myself and got put in hospital. Any one feel to talk to me as I'd love to hear from you. Thanks. Erika. 
"
23,"
                            
                              28 June 2017
                            
                        ",['bumbledbee'],"
I just really need to talk.
My depression has gotten really bad in the last week. I went off my medication at the beginning of the year and things were okay for a while. Every now and then I would get a mild depression but nothing too bad.
Last Saturday it hit me pretty hard. I've completely lost my appetite and broken into tears more than once. I struggle to get up. I spend most of my time in bed or on the floor. The negative thoughts are overwhelming, but I can't stop thinking them.
I went back on my medication 2 days ago. Obviously no change yet.
It's the feelings of uselessness that really get me

"
24,"
                            
                              28 June 2017
                            
                        ",['Aware'],"
Today is my Birthday, and again it is a day that only makes me AWARE of how little I mean to people.
Yet another so called ""Special"" day where no matter how much I show my love and devotion to other's, and they all know that I have been struggling with Anxiety and depression, nobody even thinks of trying to give me an uplifting day. No morning""Happy Birthday"" from my 13 year old daughter or my husband. I guess they forgot again. I regular thing I guess, and people wonder why you are struggling inside. 
My mother hasn't wished me a Happy Birthday for year's, she usually rings me the next day when she realises she forgot, and tells me that she was feeling tired. It's actually a good thing, because all she talks about is my little brother. I have been forced to deal with issue's with them both for years.
Anyway, just sad to be made AWARE yet again
"
25,"
                            
                              29 June 2017
                            
                        ",['73Bonneville'],"
I don't know if this has been posted elsewhere. Or if we are allowed to post links etc. If not I'm sure the moderators will sort it out.
Just read an interesting article in the Age, the content certainly applies to me and I am sure many others.
It applies in particular to people (like me) who apparently have a good life, great family, friends, work, no worries mate. But we are depressed or sad, and then feel guilty and bad about being depressed which makes us even more depressed. Maybe read the article, it is explained much better there. I'm not sure if we can post links but here it goes:
http://www.theage.com.au/lifestyle/health-and-wellbeing/wellbeing/forcing-ourselves-to-feel-happy-can-make-us-feel-a-whole-lot-worse-20170627-gwzr3s.html
 

"
26,"
                            
                              21 June 2017
                            
                        ",['Elizabeth CP'],"
I tried writing this post yesterday but
lost it when I pressed post this thread it disappeared. I saw my
psychologist yesterday. After a discussion of several different
issues I mentioned having felt down for no apparent reason. He said
there is always a trigger so then started a discussion to discover
the trigger. The fairly calm normal consultation turned very
emotional with me feeling embarrassed, stupid guilty & really
upset. The psych was good trying to listen, encourage & support
me as I tried to sort out my thoughts. 

The issue is that I try to fit in with
others even when it is not in my interests & wait for my husband
to offer to do things I want rather than even asking him. This leads
to me feeling stupid because I'm setting myself up to be disappointed
& get angry with my husband for not fitting in with my wishes
even though I haven't told him what I want. I know I'm being stupid
doing this but don't seem to have the motivation to change. I need to
be clear about what I want & be willing to be assertive in asking
for my wishes to be met. 

The only reason I can think for this
issue is that I feel I don't deserve anything. I feel that noone
really likes me so I don't want to put pressure on others to fit in
with me. This is probably based on experiences as a child when I was
bullied badly leaving me with long standing self esteem issues.
Having had good parents just makes me feel like I have no excuse for
managing better as I don't have the excuse of a dysfunctional family.

Does anyone else have these issues &
how do you cope  
"
27,"
                            
                              26 June 2017
                            
                        ",['T3'],"
Yesterday was one of those days. No matter what my wife said to me or did it was going to trigger me.
I had decided early in the morning i could not be reached. ""Why is she with me? I am not goodenough for her! She deserves so much better!
It went downhill from there. I took something to heart. A personal attack! She hates me,  she doesn't know what I am going through. She always attacks me.
The thoughts run at a million miles an hour. I am in no state to discuss an issue calmly or pull myself out of my hole. She pushes me to talk. I know deep down if we discuss this calmly it will be resolved in 5 minutes.  Instead i snap back.  Biting with words I know will hurt, will get a reaction and then my thoughts becomereality. ""See, she doesn't love you. You are weak, you are a coward, you wil never be good enough"".
I sit in the car to go and she follows. I switch to calm to gain the higher ground. Now if i am calm and she is not i am the one who is hard done by. I am the one who is trying to resolve this.  It is not true. I say something bitey. That will make her feel bad surely. 
I leave and go to a place that will pull me up. I read, i find new books that will help me inthe long run. I send a text.  I will be home soon, she replies, so will i. I go home and wait upstairs.  Head in hand, the dark thoughts filtering around. Time to separate.  Where will  I live. The wedding was such a waste of money. Have i ever made her happy. I hid the black dog from her but it is now so big it takes hold
I cant face her, i am such a weak and defeated useless being. I can never get a hold of this thing.  How do i leave her?  I know it will be easier for her there is no question.  An hour passes and she comes upstairs.
""This isn't helping either of us. We need to talk about this""
""I can't face you i say. I am too weak ""
""Well then you need to find strength ""
""I can't,  we're through,  we're done, i just know it""!
The next hour involves my tears, my defeat. I push her away and won't accept she wants to help. I keep telling myself she doesn't love me despite what she says. She doesn't care, how could she. 
""Mediate"" she says "" that always helps""
""Nothing will help""
"" i am not leaving you until i see a meditation started"" After backand forth i eventually listen. It relaxes me. I feel some calm.
Why could i not have done this 3 hours ago?  Why can't I accept the support on offer.  Why can i not listen to the one who loves me and knows me better than i know myself?  
"
28,"
                            
                              26 June 2017
                            
                        ",['anonymity '],"
I've been struggling with with anxiety dyslexia insomnia and depression my whole life (25 y.o) but have always prided myself on being able to get through anything thrown my way so I've never really been incorporated into the system, and I have been able to cope well until recently. After studying tertiary science for 6 years my recent job history is non-existent, I thought I was doing the right thing by just focusing on my studies but it seems I've dug myself into quite a hole by not having recent experience. Having moved 2 hours out of the city to the old family town I'm struggling. I decided to get some help from my new GP the medications have some srs side effects, still here after months. I have to decide between being able to sleep or being able to drive, hard decision when looking for work in a rural area. Being on welfare means I'm on a knifes edge when it comes to competing my search requirements constantly battling the side effects. I know this isn't sustainable so I'm going through the steps of getting help, but it's taking so long. I've driven 500km to no avail this week alone back and forth to the nearest town getting thrown around between my jobserch provider, centrelink and my GP. I've been waiting for 2 months for a CBT appointment and I feel it just wont provide the level of help I need and after all the driving I'm still no closer to getting help, all the while I'm still having to meet requirements. They say until I get recognised though official lines there's nothing they can do and have to meet all the requirements a healthy person would. The problem is it's taking so damn long and I'm concerned they won't recognise my issues and write me off as another dole bludger, as on paper they are all 'new' problems where in reality I've just never gotten help and always been able to manage well on my own. I don't wan't a disability pension or to take a break I just want someone sympathetic to my challenges who can help me through them, at the moment that's not happening and they're just making it worse and the time and miles I'm racking up trying to sort this out is making it worse and getting me nowhere. I don't want to go back to that place they have no idea how to help me they just make it worse, thinking about makes me want to throw up. Can't even count how many hours I've been on hold in government call centres trying to change my situation all the while shaking, struggling to keep food down battling a medicated haze and all for nothing.
"
29,"
                            
                              16 June 2017
                            
                        ",['ElyseH'],"
What is it when you dont believe what people say? All my life ive been some would say negative person, but at times i think im being realistic. I think im not smart, that none wants me or my friends wouldnt care or miss me. But my friends tell me how awesome they think i am. They tell me i am smart and they miss me. Ive tried to listen but i have come to reality, theyre my friends they have to say those things. My brain just doesnt believe any of it. I cannot see the truth in it and im sick of trying to make out i believe it just because someone has said something sweet or kind about me. The reality is...i dont believe what they say is true and i wish theyd listen to me and agree with me. To be honest if i was smart, in wouldnt be thinking things like this. 
"
30,"
                            
                              23 June 2017
                            
                        ",['greenkazbar'],"
Loving Chi (c)

I look in the mirror, what do I see?
A very strange image staring back at me.
Where is the kindness, I like to share?
Shrouded in blackness, as I stand there.

The mirror is hazy, blurry and stark,
Why does my image look so dark?
I try again, I focus ahead,
My eyes stare back, ever so dead.

I rub my eyes and try once more,
I see my dark side, ever so raw.
My hand lifts up, in a straight line,
What stares back, has a hateful sign.

My image is rigid, stoic and black,
It’s shamed, it’s ugly, but starts to crack.
I stare once more, with kinder eyes,
This time I look close, past all the lies.

I glimpse the kind soul, lying within,
I start to smile and lift up my chin.
I leave with this image, held tight to me,
And start my day, with a loving chi.
"
31,"
                            
                              2 June 2017
                            
                        ",['Scott76'],"
I've been suffering what my psychiatrist calls a severe depressive episode for over a year. In that year I have lost my dad, mother in law, and best friend to cancer. I've been in a mental health ward in that time for three days and barely at work.
First saw the psychiatrist a month or so ago and after a few tries it seemed that we got my meds right - the medication really helped and improved my motivation.
yesterday I accidentally took my night meds in the morning. I slept most of the day. At the end of the day got some bad news about my mums pension resulting from her selling her house. The feeling of dread and hopelessness returned. Had a horrible night's sleep, dreamt I was at my friends dad's funeral.
Teary and overwhelmed.

"
32,"
                            
                              18 November 2016
                            
                        ",['Sharny'],"
Forgive me if I'm not grateful for my life in advance.  I am grateful for all that I have but it's the ME bit I've never settled with.  I go through the motions, go through the necessary things in life and feel settled that I can achieve them.  I can look after a house, children and a husband.  Over the years I've found new ways of coping with stress and my first thought each day is centered around finding the most effective ways to combat stress, or at least what my brain perceives as possible stress.  I'm well aware that others might not find some things that I do as a stressor but I've learnt that I can't afford to focus on their ways because I'm not them.
All I can do is focus on myself, the children and my husband.  I've dabbled here and there increasing my duties outside of home etc and for the most part coped ok.  
The nagging thought I have though in life right now is, is that what my existence is? I mean, is it just survival or will I get further nourishment to top me up? It's like my brain is not getting the feel good endorphin mix, I take a sauna and swim but don't get long term nourishment, I ride my bike but only feel temporary pleasure, I make my jewellery but the creative side fills me only for a second.  My brain seems to feel devoid, depleated of a long term satisfaction.  I worry that despite me doing things with my children, asking them about their day and generally being there for them that they feel my dissatisfaction some how.  My thick skinned sort of strength though keeps me forcing myself to accept things and keep moving forward or along.  I use keeping out of hospital as a yard stick for my own success in dealing with mental illness but sometimes wonder if this is acceptable line of thinking.  Again, its all survival based living. 
Again, I sound like I'm complaining, I should not.  It's just a genuine question because I'm doing all the things I can to live a life of harmony but my ability to really feel things is lacking right now.
Most people accomodate a broken leg, arm or the like.  With mental illness, it's just not possible to get an undertstanding going.  
How do people out there with mental illness get your struggle across, get an understanding going without upsetting people of what you can cope with? 
I actually just feel really lonely right now.  We have to exist with people, they are in our lives.  
"
